titular,perfil_icp,n_concesiones,hectareas_totales,departamentos,provincias,sustancias,estados_concesion,servicio_potencial,REINFO,IGAFOM,DAC,ESTAMIN,revisar_manual,ruc,fuente_dato
ROJO ASOCIADOS SOCIEDAD ANONIMA CERRADA,PERFIL_1_formalizacion,1,100.0,PIURA,PAITA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CEG INVERSIONES MINERAS SOCIEDAD ANONIMA CERRADA,PERFIL_1_formalizacion,1,100.0,PIURA,PIURA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO MINERO RUBI S.A.C.,PERFIL_1_formalizacion,1,100.0,PIURA,PIURA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
PARCASH CONTRATISTAS GENERALES S.A.C.,PERFIL_1_formalizacion,1,500.0,PIURA,PIURA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERALES GRAN CHIMU S.A.C,PERFIL_1_formalizacion,1,400.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERIA Y AGRO REY LEON S.A.C,PERFIL_1_formalizacion,1,400.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
METALES DE PAMPA LARGA S.A.C.,PERFIL_1_formalizacion,1,100.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES LAMB EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMIT,PERFIL_1_formalizacion,1,100.0,PIURA,PAITA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA MAGNUM M&M EIRL,PERFIL_1_formalizacion,1,100.0,PIURA,MORROPON,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
JBP GLOBAL COMPANY E.I.R.L.,PERFIL_1_formalizacion,1,400.0,PIURA,PIURA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO CONSTRUCTOR H&H S.C.R.L.,PERFIL_1_formalizacion,1,100.0,PIURA,MORROPON,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
YOANNI CONSTRUCTORES Y SERVICIOS GENERALES E.I.R.L,PERFIL_1_formalizacion,1,100.0,PIURA,PAITA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO MINERO SANTA LUCIANA SAC,PERFIL_1_formalizacion,1,1000.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
NEGOCIOS Y SERVICIOS J&V SOCIEDAD ANONIMA CERRADA,PERFIL_1_formalizacion,1,200.0,PIURA,PIURA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
PERFODRIL SOCIEDAD ANONIMA CERRADA,PERFIL_1_formalizacion,1,100.0,PIURA,PAITA /  SULLANA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
COVA CONTRATISTAS GENERALES S.A.C.,PERFIL_1_formalizacion,1,300.0,PIURA,SULLANA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
IMPORTACIONES QURI PERU S.A.C,PERFIL_1_formalizacion,1,200.0,PIURA,SECHURA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
PERU METALS JIN S.A.C.,PERFIL_1_formalizacion,1,100.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
NEGOCIOS Y SERVICIOS GENERALES MARIAN ANGELINE E.I.R.L.,PERFIL_1_formalizacion,1,200.0,PIURA,SULLANA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA MINERA IRRSSA S.A.C.,PERFIL_1_formalizacion,1,200.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
ROBAGO NEGOCIACIONES METALURGICAS EMPRESA INDIVIDUAL DE RESP,PERFIL_1_formalizacion,1,300.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION HT HNOS SAC,PERFIL_1_formalizacion,1,200.0,PIURA,PAITA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INMOBILIARIA BONAVENTURA E.I.R.L.,PERFIL_1_formalizacion,1,200.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION EL FRONTERIZO S.A.C.,PERFIL_1_formalizacion,1,938.6,PIURA,AYABACA /  FUERA DEL PERU,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERALES HAMON E.I.R.L.,PERFIL_1_formalizacion,1,1000.0,PIURA /  TUMBES,CONTRALMIRANTE VILLAR /  TALARA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CIA MINERA SORAYA E.I.R.L.,PERFIL_2_cumplimiento,23,201.3,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA LOS MANTOS S.A.,PERFIL_2_cumplimiento,17,235.3,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA LAS CAMELIAS S.A.,PERFIL_2_cumplimiento,12,1147.8,CAJAMARCA; CAJAMARCA /  LA LIBERTAD,ASCOPE /  CONTUMAZA; CAJAMARCA; CONTUMAZA; SAN MARCOS,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA COLQUIRRUMI S.A.,PERFIL_2_cumplimiento,10,248.7,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GOLD FIELDS PARACAS S.A.C.,PERFIL_2_cumplimiento,9,216.6,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CERRO MOCHO S.R.L.,PERFIL_2_cumplimiento,9,1800.0,PIURA,PAITA; SULLANA; SULLANA /  TALARA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. BENAVIDES Nº1 DE CAJAMARCA,PERFIL_2_cumplimiento,8,261.8,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERIA & CONSTRUCCION CONSTMIN S.A.C.,PERFIL_2_cumplimiento,6,2000.0,ANCASH,CASMA; HUARMEY,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GOLDEN IDEAL GOLD MINING SAC,PERFIL_2_cumplimiento,6,1600.0,ANCASH; CAJAMARCA; PIURA,HUARMEY; SAN PABLO; SECHURA; TALARA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
POLIMETALICOS CHIMBOTE SOCIEDAD ANONIMA CERRADA,PERFIL_2_cumplimiento,6,737.8,ANCASH,SANTA,M,OTROS; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA ESTRELLA DE BELEM S.A.,PERFIL_2_cumplimiento,6,1100.0,PIURA,PIURA; PIURA /  SULLANA; SULLANA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
NEGOCIOS GENERALES Y SERVICIOS JERUSALEM E.I.R.L.,PERFIL_2_cumplimiento,6,1400.0,PIURA,PAITA /  SULLANA; SULLANA /  TALARA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS GENERALES GRAFI PERU S.A.C.,PERFIL_2_cumplimiento,5,1200.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. DORADO,PERFIL_2_cumplimiento,5,18.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
V DE V & ASOCIADOS S.A.C.,PERFIL_2_cumplimiento,5,1000.0,CAJAMARCA,JAEN /  SAN IGNACIO; SAN IGNACIO,M,EXTINGUIDO; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LOS NEGROS Y SANTO CRISTO DE CAJAMARCA,PERFIL_2_cumplimiento,5,44.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ROYAL GOLD PERU S.A.C,PERFIL_2_cumplimiento,5,1505.1,PIURA,PIURA; PIURA /  SULLANA,M,OTROS; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SENSEI MINERALES S.R.L.,PERFIL_2_cumplimiento,5,1619.7,PIURA,HUANCABAMBA,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ASTROS INGENIEROS S.R.LTDA.,PERFIL_2_cumplimiento,5,508.3,PIURA,PAITA,N,OTROS; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA CENTENIAL S.A.,PERFIL_2_cumplimiento,4,1199.9,ANCASH; CAJAMARCA,CASMA; SAN MIGUEL,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ORION MINING COMERCIALIZATION SAC-ORMINCO S.A.C.,PERFIL_2_cumplimiento,4,1953.4,ANCASH,CASMA /  SANTA; CASMA /  SANTA /  YUNGAY; SANTA,M,OTROS; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PERLA NEGRA III,PERFIL_2_cumplimiento,4,1300.0,ANCASH; ANCASH /  LA LIBERTAD,CORONGO; PALLASCA; PALLASCA /  SANTIAGO DE CHUCO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION MINERA ASHUNISA SAC,PERFIL_2_cumplimiento,4,1000.0,ANCASH; PIURA,AYABACA; SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COBRE AZTECA S.A.C.,PERFIL_2_cumplimiento,4,700.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA PLUTON S.A.C.,PERFIL_2_cumplimiento,4,1300.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA POSHAN S.A.C. Y OTROS,PERFIL_2_cumplimiento,4,2000.0,CAJAMARCA,CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA PEPE LUCHO S.A.C.,PERFIL_2_cumplimiento,4,829.8,CAJAMARCA,CELENDIN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
NEGOCIACION MINERA EMILIO MONTOYA ZAMBRANO S.A.,PERFIL_2_cumplimiento,4,16.0,CAJAMARCA,HUALGAYOC,M; N,OTROS; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
LA RESURRECCION E.I.R.L.,PERFIL_2_cumplimiento,4,900.0,CAJAMARCA,CHOTA /  HUALGAYOC; HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. FRATERNIDAD DE CAJAMARCA,PERFIL_2_cumplimiento,4,14.5,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ARPE CALEROS S.R.L.,PERFIL_2_cumplimiento,4,500.0,CAJAMARCA,CAJAMARCA; CELENDIN; HUALGAYOC,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ANDISA DEL PERU S.A.C.,PERFIL_2_cumplimiento,4,600.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
FOSYEIKI S.A.C.,PERFIL_2_cumplimiento,4,800.0,PIURA,SECHURA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. GIBSON I,PERFIL_2_cumplimiento,4,509.9,PIURA,AYABACA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA PIRAMIDE E.I.R.L.,PERFIL_2_cumplimiento,4,1400.0,PIURA,AYABACA; PIURA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ONIX DEL NORTE S.A.C.,PERFIL_2_cumplimiento,4,2000.0,PIURA,AYABACA; AYABACA /  SULLANA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES MINERAS DE LOS ANDES S.A.C.,PERFIL_2_cumplimiento,3,211.8,ANCASH,CASMA,M,OTROS; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA SIDERURGICA DEL PERU S.A.A.,PERFIL_2_cumplimiento,3,654.1,ANCASH,CASMA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES MINERAS C & D S.A.C.,PERFIL_2_cumplimiento,3,900.0,ANCASH,CASMA; HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOMINBOR S.A.,PERFIL_2_cumplimiento,3,460.8,ANCASH,CASMA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA FERRO CARBON S.A.C.,PERFIL_2_cumplimiento,3,367.0,ANCASH,CORONGO; CORONGO /  SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINING COAL CORPORATION S.A.C.,PERFIL_2_cumplimiento,3,1700.0,ANCASH,HUARMEY; PALLASCA,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO VANFNOR S.A.C,PERFIL_2_cumplimiento,3,300.0,ANCASH,HUARMEY,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA AURIFERA AVENTURA 77 S.A.,PERFIL_2_cumplimiento,3,1042.2,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
HATUM MINAS S.A.C.,PERFIL_2_cumplimiento,3,1400.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MC INVESTMENTS PERU S.A.C.,PERFIL_2_cumplimiento,3,1000.0,CAJAMARCA,CAJAMARCA /  CELENDIN; CELENDIN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA MINERA EL PROGRESO S.R.L.,PERFIL_2_cumplimiento,3,400.0,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MOROCHA DE CAJAMARCA,PERFIL_2_cumplimiento,3,12.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA EL FERROL S.A.C.,PERFIL_2_cumplimiento,3,397.4,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOCIEDAD MINERA W.V. CORDILLERA SEKAI S.R.L.,PERFIL_2_cumplimiento,3,700.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS Y OPERACIONES EL ROSEDAL S.A.,PERFIL_2_cumplimiento,3,1000.0,CAJAMARCA,SAN MIGUEL,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
HNS CONSORCIO S.R.L.,PERFIL_2_cumplimiento,3,1500.0,CAJAMARCA,CAJABAMBA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GEOANDINA EXPLORACIONES S.A.C.,PERFIL_2_cumplimiento,3,1900.0,CAJAMARCA; CAJAMARCA /  LA LIBERTAD,CAJABAMBA; CAJABAMBA /  GRAN CHIMU /  OTUZCO; CAJABAMBA /  OTUZCO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CRISTAL 2,PERFIL_2_cumplimiento,3,1200.0,CAJAMARCA,SANTA CRUZ,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CARRISALILLO 2012 S.R.L.,PERFIL_2_cumplimiento,3,1900.0,PIURA,PIURA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
PALO SANTO PERU S.R.L.,PERFIL_2_cumplimiento,3,2000.0,PIURA,MORROPON /  PIURA; PIURA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
WARBO GOLD WJS S.A.C.,PERFIL_2_cumplimiento,3,1400.0,PIURA,AYABACA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOCIEDAD TERRA DEL INCA S.A.C.,PERFIL_2_cumplimiento,3,700.0,PIURA,MAR /  PAITA; PAITA /  SECHURA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS LOGISTICOS INTEGRALES DEL NORTE SOCIEDAD COMERCIAL,PERFIL_2_cumplimiento,3,300.0,PIURA,SULLANA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CRREMIN INGENIEROS E INSTALACIONES S.A.,PERFIL_2_cumplimiento,2,400.0,ANCASH,CASMA,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EXPLORACIONES GREAT PROJECT S.A.C.,PERFIL_2_cumplimiento,2,500.0,ANCASH; PIURA,AYABACA; CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CERRO BLANCO 2019,PERFIL_2_cumplimiento,2,300.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. JAZMIN JHESLYN I,PERFIL_2_cumplimiento,2,200.0,ANCASH,CASMA,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
NOOSFERA CONSULTORES SOCIEDAD ANONIMA CERRADA,PERFIL_2_cumplimiento,2,2000.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MAVERICK TECH SOCIEDAD ANONIMA CERRADA,PERFIL_2_cumplimiento,2,900.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA CARAVELI S.A.C.,PERFIL_2_cumplimiento,2,1199.9,ANCASH; CAJAMARCA,CASMA; SANTA CRUZ,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
JOMAH SHEL ZAHAB E.I.R.L.,PERFIL_2_cumplimiento,2,600.0,ANCASH,CASMA; HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
H.M. INTERNACIONAL E.I.R.L.,PERFIL_2_cumplimiento,2,400.0,ANCASH,CASMA /  MAR,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION MINERA DEL SANTA S.A.C.,PERFIL_2_cumplimiento,2,1002.9,ANCASH,CORONGO /  SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES ROSA UNO S.A.C.,PERFIL_2_cumplimiento,2,700.0,ANCASH,HUARMEY,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CIA MINERA TUCHICA E.I.R.L.,PERFIL_2_cumplimiento,2,400.0,ANCASH,HUARMEY; SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. BARTOLO 08,PERFIL_2_cumplimiento,2,200.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
T & V CONSTRUCTORES Y PROVEEDORES S.A.C.,PERFIL_2_cumplimiento,2,600.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ECO BIRRAK S.A.C.,PERFIL_2_cumplimiento,2,900.0,ANCASH,HUARMEY /  MAR,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA SAN TEOFILO DE ANTIOQUIA E.I.R.L.,PERFIL_2_cumplimiento,2,1300.0,ANCASH,HUARMEY /  MAR,M,EXTINGUIDO; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA CAMINANTE S.A.C,PERFIL_2_cumplimiento,2,1568.3,ANCASH,PALLASCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COLIBRI COPPER S.A.C.,PERFIL_2_cumplimiento,2,47.1,ANCASH,PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
AGROFRUTAS DEL NORTE S.A.C.,PERFIL_2_cumplimiento,2,200.0,ANCASH; CAJAMARCA,CONTUMAZA; PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EXPLOMAX GOLD S.A.,PERFIL_2_cumplimiento,2,200.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MAGELLAN GOLD PERU S.A.C.,PERFIL_2_cumplimiento,2,1200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MI FLACA,PERFIL_2_cumplimiento,2,1400.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
TRIPLE R - CONSTRUCTORA Y SERVICIOS GENERALES E.I.R.L.,PERFIL_2_cumplimiento,2,200.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
